Unnamed: 0,full_id,osm_id,osm_type,Building Area,Area,S_coeff,W_coeff,E_coeff
55,w451463769,451463769,way,404.63,39.12523367933989,0.67,0.25,0.08
56,w457081001,457081001,way,5026.58,486.0393868667581,0.13,0.44,0.43
58,w457081003,457081003,way,2235.19,216.1291329553512,0.15,0.33,0.52
61,w457081006,457081006,way,215.82,20.868467322430703,0.17,0.34,0.49
62,w469487122,469487122,way,242.55,23.453094009153773,0.35,0.31,0.34
63,w469681591,469681591,way,846.75,81.87551990208598,0.45,0.49,0.06
65,w470871311,470871311,way,143.87,13.91134460975862,0.5,0.28,0.22
66,w470871312,470871312,way,138.76,13.41723902168698,0.21,0.17,0.62
67,w470871313,470871313,way,220.55,21.32582924641873,0.62,0.11,0.27
69,w470871807,470871807,way,199.74,19.31363016857709,0.24,0.41,0.35
70,w470871808,470871808,way,352.62,34.096186392528566,0.29,0.35,0.36
71,w470871809,470871809,way,139.83,13.520701444238188,0.22,0.41,0.37
73,w470871811,470871811,way,154.42,14.93146475734292,0.22,0.2,0.58
74,w470871812,470871812,way,312.37,30.204258815251965,0.62,0.32,0.06
77,w470871815,470871815,way,185.75,17.960883167183315,0.36,0.29,0.35
78,w470872321,470872321,way,202.97,19.62595131328774,0.42,0.28,0.3
79,w470873221,470873221,way,534.22,51.65579007037777,0.53,0.27,0.2
82,w470873227,470873227,way,172.31,16.66131778485791,0.51,0.35,0.14
83,w470873229,470873229,way,215.47,20.83462447393265,0.57,0.42,0.01
84,w470873231,470873231,way,156.47,15.129687155688686,0.63,0.1,0.27
85,w470873233,470873233,way,139.62,13.500395735139351,0.31,0.32,0.37
86,w470873235,470873235,way,637.15,61.608488344392185,0.25,0.32,0.43
88,w470873239,470873239,way,212.53,20.550344546548963,0.1999999999999999,0.51,0.29
90,w470873244,470873244,way,431.07,41.681819148736,0.57,0.03,0.4
91,w470873246,470873246,way,311.44,30.11433353209998,0.46,0.11,0.43
93,w470873250,470873250,way,351.64,34.001426416734,0.63,0.29,0.08
95,w470873255,470873255,way,247.44,23.925926949598058,0.6,0.12,0.28
96,w470873257,470873257,way,168.19,16.26293911110935,0.16,0.51,0.33
98,w470873379,470873379,way,218.47,21.124706032487424,0.37,0.37,0.26
104,w470873571,470873571,way,171.87,16.61877248960321,0.25,0.38,0.37
105,w470873572,470873572,way,123.74,11.96489735185606,0.48,0.43,0.09
106,w470873573,470873573,way,171.65,16.59749984197586,0.45,0.41,0.14
107,w470873574,470873574,way,122.32,11.8275920808068,0.49,0.16,0.35
110,w471808314,471808314,way,311.12,30.083391499187474,0.16,0.38,0.46
112,w471814282,471814282,way,632.72,61.18013457625964,0.29,0.1,0.61
113,w471816936,471816936,way,185.94,17.979254999225116,0.07,0.51,0.42
114,w471819853,471819853,way,287.88,27.836226358916463,0.45,0.35,0.2
116,w471832770,471832770,way,627.18,60.64445063146181,0.66,0.16,0.18
118,w471833372,471833372,way,963.44,93.15872559133832,0.59,0.31,0.0999999999999999
119,w471833472,471833472,way,556.9,53.84880665305189,0.48,0.48,0.04
126,w471837297,471837297,way,693.63,67.06975715345014,0.26,0.52,0.22
127,w471840202,471840202,way,584.79,56.5455982090828,0.03,0.76,0.21
128,w471842406,471842406,way,664.5,64.25306521988324,0.27,0.39,0.34
131,w471842881,471842881,way,574.94,55.59316375849462,0.2799999999999999,0.37,0.35
133,w471846970,471846970,way,841.08,81.32726575641746,0.54,0.01,0.45
135,w471846972,471846972,way,266.15,25.735068936451352,0.52,0.22,0.26
137,w471846974,471846974,way,841.64,81.38141431401435,0.51,0.48,0.01
138,w471846975,471846975,way,268.88,25.999043154736203,0.28,0.44,0.28
139,w471846976,471846976,way,282.2,27.287005274719416,0.19,0.25,0.56
140,w471847150,471847150,way,254.9,24.64726309187094,0.51,0.16,0.33
141,w471847152,471847152,way,242.81,23.478234410895187,0.16,0.27,0.5700000000000001
142,w471847153,471847153,way,246.0,23.78668780149177,0.32,0.29,0.39
145,w471850276,471850276,way,263.7,25.49816899696496,0.14,0.38,0.48
146,w471850277,471850277,way,250.45,24.21697544668136,0.46,0.14,0.4
147,w471850313,471850313,way,472.85,45.721688320875536,0.33,0.5,0.17
148,w471851495,471851495,way,252.47,24.412297029441568,0.29,0.24,0.47
152,w471853909,471853909,way,328.37,31.751360460877443,0.34,0.34,0.32
153,w471853912,471853912,way,450.12,43.52383704555884,0.41,0.4,0.19
156,w471853918,471853918,way,820.21,79.30926504740472,0.23,0.53,0.24
157,w471857523,471857523,way,123.11,11.903980224559556,0.09,0.73,0.18
158,w471864947,471864947,way,284.64,27.5229382756773,0.37,0.3,0.33
159,w471864948,471864948,way,157.88,15.266025488209433,0.0,0.8,0.2
160,w471864949,471864949,way,363.77,35.17432285182382,0.38,0.33,0.29
165,w471864954,471864954,way,150.37,14.539854653293972,0.54,0.38,0.08
166,w471864955,471864955,way,309.5,29.92674745756789,0.4,0.1,0.5
169,w471864958,471864958,way,219.92,21.26491211912223,0.55,0.27,0.18
170,w471864959,471864959,way,418.5,40.46637741839148,0.46,0.31,0.23
172,w471864961,471864961,way,122.54,11.848864728434153,0.43,0.23,0.34
177,w471864966,471864966,way,469.11,45.36005331121058,0.65,0.24,0.11
178,w471864967,471864967,way,163.55,15.81427963387796,0.34,0.05,0.61
180,w471864969,471864969,way,270.65,26.17019127428352,0.7,0.23,0.07
181,w471868674,471868674,way,635.48,61.44700961013003,0.31,0.37,0.32
183,w471871956,471871956,way,5951.39,575.4628289224394,0.64,0.0,0.36
188,w471948184,471948184,way,110.32,10.66726584658769,0.16,0.38,0.46
189,w471948185,471948185,way,244.87,23.677423747769467,0.37,0.38,0.25
190,w471948186,471948186,way,590.03,57.05227399802514,0.45,0.44,0.11
191,w471948569,471948569,way,510.25,49.3380384175251,0.5,0.36,0.14
192,w471952171,471952171,way,1472.0,142.33335139754422,0.09,0.28,0.63
193,w471955677,471955677,way,48.7,4.708990633872557,0.0999999999999999,0.7,0.2
194,w471955678,471955678,way,190.17,18.38826999678736,0.3,0.35,0.35
196,w471955680,471955680,way,76.8,7.426087899002307,0.71,0.09,0.2
197,w471955681,471955681,way,70.99,6.864296613934554,0.24,0.64,0.12
199,w471955683,471955683,way,44.82,4.333818484808377,0.42,0.56,0.02
201,w471973969,471973969,way,285.4,27.59642560384451,0.44,0.14,0.42
203,w471973971,471973971,way,77.72,7.515046243625773,0.16,0.62,0.22
204,w471973972,471973972,way,210.07,20.312477668534044,0.22,0.39,0.39
205,w471973973,471973973,way,154.1,14.90052272443041,0.03,0.02,0.95
207,w471973975,471973975,way,284.71,27.52970684537691,0.17,0.3,0.53
209,w471974874,471974874,way,121.83,11.78021209290952,0.45,0.0499999999999999,0.5
213,w471974879,471974879,way,98.81,9.55431960026586,0.37,0.27,0.36
214,w471974880,471974880,way,139.85,13.522635321295216,0.45,0.1,0.45
217,w471974886,471974886,way,201.67,19.500249304580667,0.46,0.45,0.09
219,w471978552,471978552,way,266.07,25.72733342822323,0.27,0.12,0.61
220,w471978553,471978553,way,374.43,36.2050793232218,0.48,0.37,0.15
224,w471978558,471978558,way,485.61,46.95550188326185,0.41,0.35,0.24
227,w471979883,471979883,way,371.59,35.930468781123274,0.53,0.39,0.08
228,w471979884,471979884,way,183.0,17.694975071841437,0.84,0.05,0.11
229,w471979886,471979886,way,593.32,57.37039677390689,0.46,0.29,0.25
232,w472275205,472275205,way,132.69,12.830307334877814,0.46,0.19,0.35
233,w472276948,472276948,way,411.3,39.770181677860016,0.49,0.12,0.39
235,w472394912,472394912,way,1021.74,98.79597721258617,0.23,0.64,0.13
238,w472398033,472398033,way,105.35,10.186697397915276,0.32,0.09,0.59
240,w472398035,472398035,way,236.9,22.90677374054228,0.33,0.0,0.67
241,w472398036,472398036,way,158.52,15.32790955403445,0.34,0.58,0.08
242,w472398037,472398037,way,138.97,13.437544730785817,0.49,0.24,0.27
243,w472398038,472398038,way,143.58,13.883303392431658,0.34,0.32,0.34
244,w472398039,472398039,way,261.22,25.25836824189301,0.1399999999999999,0.36,0.5
246,w472398041,472398041,way,308.97,29.87549971555655,0.21,0.35,0.44
247,w472398042,472398042,way,223.39,21.600439788517257,0.16,0.07,0.77
249,w472398044,472398044,way,215.03,20.792079178677945,0.36,0.58,0.06
250,w472398045,472398045,way,151.02,14.602705657647506,0.55,0.3,0.15
251,w472398046,472398046,way,76.49,7.396112804618313,0.26,0.67,0.07
252,w472398047,472398047,way,85.68,8.28472931232445,0.22,0.37,0.41
253,w472398048,472398048,way,44.04,4.258397279584136,0.16,0.46,0.38
256,w472398320,472398320,way,215.44,20.83172365834709,0.31,0.49,0.2
259,w472398323,472398323,way,141.1,13.643502637359708,0.37,0.07,0.56
261,w472398325,472398325,way,99.7,9.640377129303776,0.35,0.13,0.52
262,w472398326,472398326,way,120.36,11.638072129217678,0.61,0.15,0.24
263,w472398327,472398327,way,156.38,15.120984708932042,0.28,0.37,0.35
266,w472410490,472410490,way,667.63,64.55571697930873,0.65,0.05,0.3
271,w472420798,472420798,way,236.58,22.875831707629764,0.47,0.42,0.11
274,w472420802,472420802,way,295.54,28.576901271759663,0.11,0.28,0.61
276,w472420804,472420804,way,261.83,25.31735149213248,0.08,0.78,0.14
277,w472420805,472420805,way,145.84,14.101831499876257,0.36,0.22,0.42
278,w472421176,472421176,way,254.29,24.58827984163147,0.2,0.42,0.38
279,w472421177,472421177,way,156.13,15.096811245719143,0.3,0.35,0.35
283,w472425845,472425845,way,195.48,18.90171435542931,0.07,0.63,0.3
290,w473446199,473446199,way,201.29,19.46350564049706,0.34,0.21,0.45
291,w473446201,473446201,way,526.42,50.90157801813534,0.49,0.12,0.39
294,w473446208,473446208,way,120.41,11.642906821860258,0.29,0.4,0.31
298,w473446967,473446967,way,148.28,14.337764500834142,0.44,0.13,0.43
299,w473446968,473446968,way,262.71,25.40244208264188,0.61,0.16,0.23
302,w473446971,473446971,way,204.4,19.76422352286552,0.22,0.08,0.7
304,w473446973,473446973,way,104.92,10.14511904118909,0.46,0.27,0.27
308,w473446977,473446977,way,129.57,12.528622513980846,0.41,0.38,0.21
309,w473446978,473446978,way,632.67,61.17529988361705,0.44,0.37,0.19
310,w473446979,473446979,way,497.52,48.10712567072432,0.24,0.39,0.37
312,w473446981,473446981,way,259.17,25.06014584354724,0.44,0.23,0.33
315,w473450644,473450644,way,618.51,59.8061149272385,0.35,0.29,0.36
316,w473450645,473450645,way,100.87,9.75350893714014,0.3,0.25,0.45
319,w473450648,473450648,way,218.87,21.16338357362806,0.02,0.56,0.42
320,w473450649,473450649,way,297.05,28.722908989565568,0.15,0.04,0.81
326,w473452473,473452473,way,104.86,10.139317410017997,0.4,0.54,0.06
327,w473452474,473452474,way,155.87,15.07167084397773,0.63,0.32,0.05
328,w473452475,473452475,way,492.83,47.65363150085035,0.23,0.3,0.47
329,w473452476,473452476,way,350.58,33.89893093271131,0.54,0.35,0.1
332,w473452479,473452479,way,845.61,81.76528890983518,0.83,0.09,0.08
334,w473452482,473452482,way,238.05,23.017971671321607,0.07,0.72,0.21
336,w473452485,473452485,way,314.69,30.42858855386766,0.67,0.17,0.16
338,w473452487,473452487,way,131.42,12.70750614175629,0.53,0.35,0.12
340,w473453431,473453431,way,397.0,38.38745958208224,0.46,0.35,0.19
343,w473454170,473454170,way,1059.36,102.43359995686306,0.41,0.07,0.52
344,w473457215,473457215,way,269.77,26.08510068377412,0.08,0.39,0.53
345,w474613056,474613056,way,954.65,92.30878662477282,0.29,0.4,0.31
346,w474613057,474613057,way,207.01,20.016594478808173,0.36,0.51,0.13
348,w474613994,474613994,way,431.61,41.73403382927586,0.19,0.26,0.55
351,w475616869,475616869,way,637.34,61.62686017643399,0.11,0.32,0.57
352,w475952844,475952844,way,432.56,41.82589298948487,0.41,0.24,0.35
354,w475952847,475952847,way,587.8,56.83664670616609,0.35,0.18,0.47
355,w475952848,475952848,way,417.71,40.38998927463872,0.48,0.37,0.15
357,w475952850,475952850,way,204.67,19.790330863135445,0.3399999999999999,0.58,0.08
358,w475952851,475952851,way,610.4,59.02192778061209,0.28,0.23,0.49
359,w475952853,475952853,way,267.83,25.89751460924203,0.31,0.32,0.37
360,w475952854,475952854,way,474.3,45.86189440751034,0.01,0.34,0.65
361,w475954104,475954104,way,879.16,85.0093676730061,0.14,0.49,0.37
363,w475954107,475954107,way,554.08,53.5761299880104,0.26,0.5,0.24
365,w475954110,475954110,way,158.5,15.325975676977418,0.43,0.39,0.18
370,w475955278,475955278,way,859.32,83.0909616324305,0.44,0.45,0.11
371,w475955279,475955279,way,320.27,30.96814025277954,0.43,0.02,0.55
372,w475955280,475955280,way,191.44,18.51107118990888,0.5,0.31,0.19
373,w475955281,475955281,way,245.83,23.770249846507,0.43,0.5,0.07
374,w475955282,475955282,way,1164.31,112.58161981363772,0.25,0.46,0.29
376,w475956672,475956672,way,216.05,20.89070690858657,0.01,0.71,0.28
379,w475956676,475956676,way,264.41,25.566821632489585,0.33,0.36,0.31
380,w475956677,475956677,way,172.43,16.672921047200102,0.23,0.68,0.09
381,w475956916,475956916,way,297.27,28.74418163719292,0.39,0.32,0.29
384,w475957211,475957211,way,1193.7,115.42345214894604,0.75,0.1,0.15
386,w475958563,475958563,way,285.46,27.602227235015604,0.3999999999999999,0.32,0.28
387,w475958564,475958564,way,177.15,17.12931603265962,0.53,0.37,0.1
391,w475958568,475958568,way,252.3,24.3958590744568,0.16,0.2,0.64
394,w475958785,475958785,way,458.45,44.3292968398126,0.26,0.37,0.37
397,w475959192,475959192,way,516.32,49.92497010433426,0.41,0.25,0.34
398,w475959194,475959194,way,164.96,15.950617966398706,0.36,0.34,0.3
402,w475959203,475959203,way,250.14,24.18700035229736,0.02,0.63,0.35
403,w475959205,475959205,way,199.35,19.275919565964973,0.52,0.45,0.03
406,w475959786,475959786,way,213.83,20.67604655525604,0.43,0.23,0.34
407,w475959788,475959788,way,333.12,32.21065626192251,0.4,0.34,0.26
410,w475959793,475959793,way,300.43,29.049734212203948,0.34,0.54,0.12
412,w475959796,475959796,way,180.23,17.42713309944252,0.12,0.31,0.57
415,w475960227,475960227,way,433.7,41.93612398173568,0.14,0.31,0.55
416,w475960228,475960228,way,139.45,13.48395778015458,0.39,0.27,0.34
417,w475960229,475960229,way,220.1,21.28231701263552,0.03,0.34,0.63
418,w475960230,475960230,way,75.64,7.31392302969446,0.47,0.02,0.51
419,w475960231,475960231,way,197.41,19.088333491432884,0.89,0.01,0.0999999999999999
420,w475961441,475961441,way,247.27,23.90948899461329,0.58,0.3,0.12
421,w475962567,475962567,way,112.48,10.87612456874713,0.3399999999999999,0.3999999999999999,0.26
422,w475962568,475962568,way,231.42,22.376891426915545,0.61,0.13,0.26
423,w475962569,475962569,way,152.95,14.789324793651078,0.19,0.42,0.39
424,w475962570,475962570,way,97.01,9.380270665132992,0.39,0.11,0.5
426,w475962572,475962572,way,213.27,20.621897997659143,0.31,0.54,0.15
428,w476740810,476740810,way,221.35,21.403184328700007,0.21,0.51,0.28
434,w476740816,476740816,way,235.64,22.784939485949263,0.1999999999999999,0.21,0.59
439,w476741257,476741257,way,168.62,16.304517467835534,0.34,0.38,0.28
440,w476741258,476741258,way,380.33,36.77557305504619,0.52,0.32,0.16
444,w476741263,476741263,way,558.75,54.027690280827336,0.74,0.18,0.08
446,w476744088,476744088,way,70.49,6.815949687508758,0.08,0.61,0.31
447,w476744090,476744090,way,276.89,26.773560916077457,0.42,0.21,0.37
452,w476744098,476744098,way,837.54,80.98496951732281,0.58,0.27,0.15
454,w476746954,476746954,way,314.59,30.41891916858249,0.59,0.01,0.4
456,w476746956,476746956,way,305.24,29.51483164442011,0.43,0.37,0.2
459,w476746959,476746959,way,230.94,22.330478377546783,0.42,0.2299999999999999,0.35
460,w476746960,476746960,way,388.62,37.5771650951859,0.7,0.27,0.03
462,w476746963,476746963,way,110.4,10.675001354815818,0.56,0.1,0.34
464,w476748191,476748191,way,549.35,53.11876806402237,0.06,0.54,0.4
465,w476748192,476748192,way,146.31,14.147277610716506,0.19,0.31,0.5
468,w476748195,476748195,way,115.53,11.171040819944489,0.37,0.38,0.25
470,w476748198,476748198,way,399.42,38.621458705983095,0.57,0.31,0.12
473,w476748202,476748202,way,274.49,26.54149566923364,0.39,0.58,0.03
476,w476753359,476753359,way,527.68,51.02341227272835,0.52,0.01,0.47
479,w476754010,476754010,way,1510.54,146.0599324864446,0.8,0.19,0.01
480,w476754011,476754011,way,1339.09,129.48177141503905,0.38,0.36,0.26
485,w477683534,477683534,way,406.96,39.3505303564841,0.42,0.37,0.21
486,w477683535,477683535,way,612.4,59.21531548631527,0.41,0.09,0.5
487,w477683536,477683536,way,485.0,46.89651863302238,0.05,0.5,0.45
489,w477683538,477683538,way,169.79,16.4176492756719,0.06,0.3,0.64
490,w477683539,477683539,way,102.54,9.9149876714023,0.44,0.27,0.29
492,w477683541,477683541,way,279.88,27.06267553610372,0.51,0.31,0.18
494,w477683543,477683543,way,532.6,51.49914602875819,0.43,0.11,0.46
495,w477683544,477683544,way,361.51,34.95579474437922,0.26,0.26,0.48
499,w477684043,477684043,way,259.2,25.063046659132787,0.43,0.4,0.17
500,w477684044,477684044,way,262.31,25.36376454150124,0.25,0.47,0.28
501,w477684045,477684045,way,126.09,12.192127906057303,0.22,0.39,0.39
502,w477684046,477684046,way,386.87,37.407950852695606,0.7,0.04,0.26
505,w477684576,477684576,way,274.74,26.565669132446537,0.06,0.32,0.62
511,w477684582,477684582,way,147.35,14.24783921768216,0.56,0.06,0.38
512,w477684583,477684583,way,303.57,29.35335291015795,0.28,0.44,0.28
518,w478152797,478152797,way,331.75,32.07818568351583,0.9,0.04,0.06
520,w478152799,478152799,way,103.03,9.96236765929958,0.43,0.49,0.08
521,w478152800,478152800,way,449.62,43.47549011913304,0.65,0.2,0.15
525,w478152804,478152804,way,171.27,16.560756177892255,0.26,0.45,0.29
527,w478153501,478153501,way,157.27,15.20704223796996,0.26,0.37,0.37
528,w478153502,478153502,way,220.25,21.296821090563256,0.34,0.46,0.2
531,w478153507,478153507,way,214.86,20.77564122369317,0.0,0.68,0.32
535,w478154192,478154192,way,300.35,29.04199870397582,0.32,0.39,0.29
538,w478154602,478154602,way,129.91,12.561498423950386,0.32,0.42,0.26
539,w478154604,478154604,way,196.03,18.954895974497685,0.1,0.44,0.46
543,w478155445,478155445,way,378.17,36.566714332886754,0.41,0.25,0.34
545,w478155448,478155448,way,265.48,25.67028405504079,0.45,0.3,0.25
547,w478155450,478155450,way,184.61,17.850652174932502,0.35,0.3,0.35
548,w478155452,478155452,way,247.55,23.936563273411736,0.33,0.48,0.19
549,w478155736,478155736,way,435.77,42.13628025713848,0.06,0.47,0.47
550,w478155737,478155737,way,306.58,29.64440140724124,0.44,0.13,0.43
552,w478155739,478155739,way,191.41,18.508170374323328,0.42,0.43,0.15
557,w478156801,478156801,way,186.21,18.005362339495047,0.2,0.2,0.6
559,w478156803,478156803,way,180.5,17.453240439712452,0.41,0.23,0.36
560,w478156804,478156804,way,171.89,16.62070636666024,0.11,0.7,0.19
566,w478156812,478156812,way,175.01,16.92239118755721,0.09,0.2,0.71
567,w478157346,478157346,way,209.82,20.288304205321147,0.44,0.19,0.37
568,w478157349,478157349,way,188.11,18.18908065991308,0.35,0.37,0.28
570,w478157353,478157353,way,136.25,13.174537451029485,0.33,0.46,0.21
571,w478157355,478157355,way,416.05,40.22947747890508,0.74,0.21,0.05
573,w478158102,478158102,way,464.78,44.94136892836318,0.34,0.02,0.64
576,w478158105,478158105,way,319.79,30.921727203410786,0.6,0.24,0.16
578,w478158109,478158109,way,131.5,12.71524164998442,0.34,0.57,0.09
579,w478158110,478158110,way,483.6,46.76114723903016,0.23,0.46,0.31
580,w478158894,478158894,way,367.52,35.53692480001729,0.48,0.25,0.27
582,w478158896,478158896,way,281.64,27.232856717122523,0.46,0.03,0.51
583,w478158898,478158898,way,228.8,22.123553532444376,0.3,0.35,0.35
584,w478158899,478158899,way,172.35,16.665185538971976,0.59,0.35,0.06
587,w478158902,478158902,way,260.42,25.18101315961173,0.07,0.29,0.64
590,w478160680,478160680,way,278.34,26.913767002712262,0.15,0.29,0.56
591,w478160681,478160681,way,527.23,50.97990003894514,0.31,0.3,0.39
592,w478160682,478160682,way,358.03,34.61930013645568,0.42,0.17,0.41
594,w478160849,478160849,way,254.91,24.648230030399453,0.42,0.35,0.23
599,w478161214,478161214,way,325.71,31.494154812292205,0.25,0.35,0.4
601,w478161216,478161216,way,336.67,32.553919439545666,0.24,0.51,0.25
602,w478161217,478161217,way,161.67,15.632495190516964,0.11,0.62,0.27
604,w478161219,478161219,way,437.02,42.25714757320297,0.41,0.35,0.24
605,w478161220,478161220,way,321.06,31.044528396532304,0.52,0.37,0.11
606,w478161221,478161221,way,165.72,16.024105294565917,0.33,0.24,0.43
608,w478161706,478161706,way,134.65,13.019827286466937,0.27,0.32,0.41
609,w478161707,478161707,way,342.57,33.12441317137006,0.3,0.63,0.07
610,w478161708,478161708,way,810.93,78.41194609294193,0.38,0.35,0.27
612,w478161710,478161710,way,202.1,19.54182766130685,0.13,0.43,0.44
615,w478822307,478822307,way,2971.23,287.2996764082373,0.33,0.54,0.13
616,w478824512,478824512,way,114.71,11.09175186060618,0.34,0.34,0.32
617,w482560351,482560351,way,550.13,53.19418926924661,0.47,0.35,0.18
618,w482560352,482560352,way,122.21,11.816955756993124,0.53,0.17,0.3
619,w482663195,482663195,way,215.13,20.801748563963105,0.16,0.33,0.51
620,w482663198,482663198,way,242.04,23.40378014419946,0.44,0.1,0.46
621,w482663200,482663200,way,177.37,17.15058868028697,0.24,0.47,0.29
622,w482663203,482663203,way,224.43,21.70100139548292,0.31,0.3,0.39
623,w482663205,482663205,way,135.48,13.100083184333757,0.05,0.2,0.75
624,w482663208,482663208,way,149.57,14.462499571012696,0.49,0.08,0.43
626,w482663211,482663211,way,153.61,14.853142736533131,0.34,0.35,0.31
627,w482663212,482663212,way,182.06,17.60408285016094,0.16,0.2,0.64
629,w482663222,482663222,way,539.48,52.16439973637715,0.7,0.15,0.15
634,w482663236,482663236,way,319.18,30.862743953171307,0.57,0.21,0.22
635,w482663239,482663239,way,737.69,71.33008831009131,0.36,0.18,0.46
647,w482822610,482822610,way,405.95,39.25286956510399,0.37,0.19,0.44
652,w482823384,482823384,way,274.75,26.56663607097505,0.3,0.42,0.28
654,w482824926,482824926,way,149.56,14.46153263248418,0.06,0.79,0.15
657,w482824939,482824939,way,788.68,76.260507866994,0.28,0.09,0.63
658,w482824941,482824941,way,527.04,50.96152820690333,0.27,0.2799999999999999,0.45
659,w482824942,482824942,way,302.82,29.28083252051925,0.08,0.58,0.34
660,w482825477,482825477,way,130.93,12.660126153859013,0.46,0.23,0.31
662,w482847062,482847062,way,188.03,18.181345151684948,0.33,0.1,0.5700000000000001
663,w482847063,482847063,way,235.83,22.80331131799107,0.03,0.63,0.34
664,w484126501,484126501,way,437.71,42.32386633167057,0.24,0.55,0.21
667,w484126505,484126505,way,531.4,51.38311340533628,0.3,0.36,0.34
670,w484126509,484126509,way,560.38,54.18530126097543,0.23,0.48,0.29
671,w484126510,484126510,way,349.49,33.79353463310308,0.0,0.66,0.34
674,w484126783,484126783,way,1018.47,98.47978831376146,0.56,0.29,0.15
675,w484127281,484127281,way,384.99,37.22616640933462,0.01,0.43,0.56
676,w484127282,484127282,way,391.85,37.88948623989654,0.25,0.55,0.2
677,w484127283,484127283,way,573.14,55.41911482336175,0.4,0.05,0.55
678,w484128205,484128205,way,256.96,24.846452428745216,0.34,0.46,0.2
680,w484128208,484128208,way,277.35,26.8180400883892,0.44,0.27,0.29
682,w484129380,484129380,way,500.18,48.36433131930956,0.37,0.55,0.08
683,w484129381,484129381,way,305.52,29.54190592321855,0.51,0.32,0.17
685,w484130354,484130354,way,487.65,47.1527573430791,0.02,0.48,0.5
686,w484130355,484130355,way,203.49,19.676232116770567,0.49,0.22,0.29
688,w484130357,484130357,way,230.1,22.249255541151445,0.48,0.2,0.32
690,w484132541,484132541,way,254.43,24.60181698103069,0.32,0.32,0.36
691,w484132542,484132542,way,188.83,18.25870023396622,0.02,0.74,0.24
694,w484132545,484132545,way,245.5,23.73834087506597,0.47,0.17,0.36
695,w484132912,484132912,way,149.68,14.473135894826372,0.12,0.49,0.39
696,w484132914,484132914,way,162.31,15.694379256341984,0.39,0.22,0.39
698,w484132919,484132919,way,412.88,39.922957965365526,0.57,0.37,0.06
700,w484133407,484133407,way,181.7,17.569273063134364,0.7,0.3,0.0
702,w484133992,484133992,way,161.49,15.61509029700368,0.48,0.45,0.07
704,w484133994,484133994,way,210.81,20.384031119644224,0.19,0.11,0.7
706,w484133996,484133996,way,158.64,15.33951281637664,0.04,0.29,0.67
707,w484133997,484133997,way,199.97,19.33586975473296,0.34,0.2,0.46
708,w484133998,484133998,way,214.94,20.7833767319213,0.22,0.31,0.47
709,w484139827,484139827,way,1153.35,111.52185518638426,0.47,0.28,0.25
712,w486177189,486177189,way,143.97,13.92101399504378,0.55,0.44,0.01
714,w486177191,486177191,way,151.7,14.668457477586587,0.57,0.21,0.22
717,w486177194,486177194,way,189.59,18.33218756213343,0.1,0.29,0.61
718,w486177195,486177195,way,357.56,34.57385402561543,0.37,0.32,0.31
719,w486177196,486177196,way,100.45,9.712897518942473,0.46,0.03,0.51
721,w486177198,486177198,way,69.9,6.758900314326319,0.15,0.38,0.47
723,w486177200,486177200,way,264.98,25.621937128614995,0.18,0.14,0.68
726,w486177203,486177203,way,202.61,19.591141526261165,0.29,0.33,0.38
730,w486177609,486177609,way,114.57,11.078214721206956,0.49,0.1,0.41
